Vehicle Type,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
Livery,71923,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71923Livery
Livery,71924,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71924Livery
Livery,71925,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71925Livery
Livery,71926,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71926Livery
Livery,71927,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71927Livery
Livery,71928,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71928Livery
Livery,71929,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71929Livery
Livery,71930,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71930Livery
Livery,71931,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71931Livery
Livery,71932,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71932Livery
Livery,71933,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71933Livery
Livery,71934,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71934Livery
Livery,71935,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71935Livery
Livery,71936,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71936Livery
Livery,71937,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71937Livery
Livery,71938,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71938Livery
Livery,71939,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71939Livery
Livery,71940,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71940Livery
Livery,71941,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71941Livery
Livery,71942,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71942Livery
Livery,71943,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71943Livery
Livery,71944,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71944Livery
Livery,71945,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71945Livery
Livery,71946,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71946Livery
Livery,71947,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71947Livery
Livery,71948,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71948Livery
Livery,71949,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71949Livery
Livery,71950,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71950Livery
Livery,71951,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71951Livery
Livery,71952,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71952Livery
Livery,71953,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71953Livery
Livery,71954,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71954Livery
Livery,71955,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71955Livery
Livery,71956,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71956Livery
Livery,71957,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71957Livery
Livery,71958,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71958Livery
Livery,71959,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71959Livery
Livery,71960,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71960Livery
Livery,71961,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71961Livery
Livery,71962,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71962Livery
Livery,71963,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71963Livery
Livery,71964,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71964Livery
Livery,71965,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71965Livery
Livery,71966,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71966Livery
Livery,71967,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71967Livery
Livery,71968,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71968Livery
Livery,71969,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71969Livery
Livery,71970,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71970Livery
Livery,71971,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71971Livery
Livery,71972,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71972Livery
Livery,71973,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71973Livery
Livery,71974,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71974Livery
Livery,71975,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71975Livery
Livery,71976,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71976Livery
Livery,71977,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71977Livery
Livery,71978,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71978Livery
Livery,71979,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71979Livery
Livery,71980,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71980Livery
Livery,71981,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71981Livery
Livery,71982,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71982Livery
Livery,71983,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71983Livery
Livery,71984,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71984Livery
Livery,71985,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71985Livery
Livery,71986,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71986Livery
Livery,71987,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71987Livery
Livery,71988,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71988Livery
Livery,71989,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71989Livery
Livery,71990,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71990Livery
Livery,71991,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71991Livery
Livery,71992,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71992Livery
Livery,71993,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71993Livery
Livery,71994,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71994Livery
Livery,71995,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71995Livery
Livery,71996,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71996Livery
Livery,71997,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71997Livery
Livery,71998,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71998Livery
Livery,71999,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,71999Livery
Livery,72000,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72000Livery
Livery,72001,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72001Livery
Livery,72002,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72002Livery
Livery,72003,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72003Livery
Livery,72004,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72004Livery
Livery,72005,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72005Livery
Livery,72006,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72006Livery
Livery,72007,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72007Livery
Livery,72008,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72008Livery
Livery,72009,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72009Livery
Livery,72010,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72010Livery
Livery,72011,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72011Livery
Livery,72012,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72012Livery
Livery,72013,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72013Livery
Livery,72014,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72014Livery
Livery,72015,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72015Livery
Livery,72016,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72016Livery
Livery,72017,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72017Livery
Livery,72018,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72018Livery
Livery,72019,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72019Livery
Livery,72020,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72020Livery
Livery,72021,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72021Livery
Livery,72022,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72022Livery
Livery,72023,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72023Livery
Livery,72024,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72024Livery
Livery,72025,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72025Livery
Livery,72026,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72026Livery
Livery,72027,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72027Livery
Livery,72028,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72028Livery
Livery,72029,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72029Livery
Livery,72030,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72030Livery
Livery,72031,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72031Livery
Livery,72032,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72032Livery
Livery,72033,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72033Livery
Livery,72034,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72034Livery
Livery,72035,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72035Livery
Livery,72036,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72036Livery
Livery,72037,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72037Livery
Livery,72038,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72038Livery
Livery,72039,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72039Livery
Livery,72040,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72040Livery
Livery,72041,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72041Livery
Livery,72042,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72042Livery
Livery,72043,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72043Livery
Livery,72044,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72044Livery
Livery,72045,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72045Livery
Livery,72046,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72046Livery
Livery,72047,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72047Livery
Livery,72048,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72048Livery
Livery,72049,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72049Livery
Livery,72050,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72050Livery
Livery,72051,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72051Livery
Livery,72052,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72052Livery
Livery,72053,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72053Livery
Livery,72054,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72054Livery
Livery,72055,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72055Livery
Livery,72056,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72056Livery
Livery,72057,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72057Livery
Livery,72058,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72058Livery
Livery,72059,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72059Livery
Livery,72060,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72060Livery
Livery,72061,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72061Livery
Livery,72062,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72062Livery
Livery,72063,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72063Livery
Livery,72064,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72064Livery
Livery,72065,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72065Livery
Livery,72066,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72066Livery
Livery,72067,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72067Livery
Livery,72068,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72068Livery
Livery,72069,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72069Livery
Livery,72070,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72070Livery
Livery,72071,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72071Livery
Livery,72072,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72072Livery
Livery,72073,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72073Livery
Livery,72074,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72074Livery
Livery,72075,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72075Livery
Livery,72076,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72076Livery
Livery,72077,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72077Livery
Livery,72078,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72078Livery
Livery,72079,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72079Livery
Livery,72080,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72080Livery
Livery,72081,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72081Livery
Livery,72082,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72082Livery
Livery,72083,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72083Livery
Livery,72084,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72084Livery
Livery,72085,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72085Livery
Livery,72086,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72086Livery
Livery,72087,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72087Livery
Livery,72088,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72088Livery
Livery,72089,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72089Livery
Livery,72090,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72090Livery
Livery,72091,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72091Livery
Livery,72092,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72092Livery
Livery,72093,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72093Livery
Livery,72094,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72094Livery
Livery,72095,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72095Livery
Livery,72096,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72096Livery
Livery,72097,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72097Livery
Livery,72098,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72098Livery
Livery,72099,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72099Livery
Livery,72100,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72100Livery
Livery,72101,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72101Livery
Livery,72102,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72102Livery
Livery,72103,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72103Livery
Livery,72104,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72104Livery
Livery,72105,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72105Livery
Livery,72106,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72106Livery
Livery,72107,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72107Livery
Livery,72108,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72108Livery
Livery,72109,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72109Livery
Livery,72110,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72110Livery
Livery,72111,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72111Livery
Livery,72112,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72112Livery
Livery,72113,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72113Livery
Livery,72114,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72114Livery
Livery,72115,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72115Livery
Livery,72116,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72116Livery
Livery,72117,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72117Livery
Livery,72118,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72118Livery
Livery,72119,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72119Livery
Livery,72120,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72120Livery
Livery,72121,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72121Livery
Livery,72122,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72122Livery
Livery,72123,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72123Livery
Livery,72124,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72124Livery
Livery,72125,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72125Livery
Livery,72126,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72126Livery
Livery,72127,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72127Livery
Livery,72128,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72128Livery
Livery,72129,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72129Livery
Livery,72130,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72130Livery
Livery,72131,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72131Livery
Livery,72132,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72132Livery
Livery,72133,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72133Livery
Livery,72134,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72134Livery
Livery,72135,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72135Livery
Livery,72136,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72136Livery
Livery,72137,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72137Livery
Livery,72138,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72138Livery
Livery,72139,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72139Livery
Livery,72140,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72140Livery
Livery,72141,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72141Livery
Livery,72142,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72142Livery
Livery,72143,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72143Livery
Livery,72144,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72144Livery
Livery,72145,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72145Livery
Livery,72146,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72146Livery
Livery,72147,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72147Livery
Livery,72148,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72148Livery
Livery,72149,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72149Livery
Livery,72150,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72150Livery
Livery,72151,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72151Livery
Livery,72152,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72152Livery
Livery,72153,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72153Livery
Livery,72154,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72154Livery
Livery,72155,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72155Livery
Livery,72156,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72156Livery
Livery,72157,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72157Livery
Livery,72158,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72158Livery
Livery,72159,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72159Livery
Livery,72160,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72160Livery
Livery,72161,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72161Livery
Livery,72162,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72162Livery
Livery,72163,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72163Livery
Livery,72164,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72164Livery
Livery,72165,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72165Livery
Livery,72166,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72166Livery
Livery,72167,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72167Livery
Livery,72168,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72168Livery
Livery,72169,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72169Livery
Livery,72170,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72170Livery
Livery,72171,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72171Livery
Livery,72172,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72172Livery
Livery,72173,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72173Livery
Livery,72174,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72174Livery
Livery,72175,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72175Livery
Livery,72176,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72176Livery
Livery,72177,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72177Livery
Livery,72178,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72178Livery
Livery,72179,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72179Livery
Livery,72180,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72180Livery
Livery,72181,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72181Livery
Livery,72182,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72182Livery
Livery,72183,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,72183Livery
